,duration,machine,testname
2423,0.513590646,ajax,211b8f90072a95bac68dbaf2b42a7e31
1079,0.444503211,exmag,211b8f90072a95bac68dbaf2b42a7e31
10039,0.743178495,mudrc,211b8f90072a95bac68dbaf2b42a7e31
3319,1.908309945,tarkil,211b8f90072a95bac68dbaf2b42a7e31
1271,1.273914405,exmag,211b8f90072a95bac68dbaf2b42a7e31
2487,0.8522679740000001,ajax,211b8f90072a95bac68dbaf2b42a7e31
9911,1.015973816,hildor,211b8f90072a95bac68dbaf2b42a7e31
9783,0.336269244,hildor,211b8f90072a95bac68dbaf2b42a7e31
6711,0.355333035,exmag,211b8f90072a95bac68dbaf2b42a7e31
5367,1.45447324,exmag,211b8f90072a95bac68dbaf2b42a7e31
8183,1.174960218,luna,211b8f90072a95bac68dbaf2b42a7e31
1207,1.121444628,exmag,211b8f90072a95bac68dbaf2b42a7e31
119,0.520223972,luna,211b8f90072a95bac68dbaf2b42a7e31
2359,0.260669674,ajax,211b8f90072a95bac68dbaf2b42a7e31
8375,0.934309464,luna,211b8f90072a95bac68dbaf2b42a7e31
10103,1.398548555,mudrc,211b8f90072a95bac68dbaf2b42a7e31
9527,0.324364755,hildor,211b8f90072a95bac68dbaf2b42a7e31
3895,0.259911098,ajax,211b8f90072a95bac68dbaf2b42a7e31
7479,0.462969291,tarkil,211b8f90072a95bac68dbaf2b42a7e31
8951,1.039163019,ajax,211b8f90072a95bac68dbaf2b42a7e31
503,1.846439632,tarkil,211b8f90072a95bac68dbaf2b42a7e31
1975,2.422820381,mudrc,211b8f90072a95bac68dbaf2b42a7e31
4599,1.362792772,exmag,211b8f90072a95bac68dbaf2b42a7e31
695,1.315061338,tarkil,211b8f90072a95bac68dbaf2b42a7e31
9335,0.900563549,luna,211b8f90072a95bac68dbaf2b42a7e31
6135,3.152050182,mudrc,211b8f90072a95bac68dbaf2b42a7e31
4023,0.830859833,ajax,211b8f90072a95bac68dbaf2b42a7e31
7095,1.009070503,exmag,211b8f90072a95bac68dbaf2b42a7e31
3447,0.8794156879999999,tarkil,211b8f90072a95bac68dbaf2b42a7e31
7863,2.119757878,tarkil,211b8f90072a95bac68dbaf2b42a7e31
7991,0.276094924,luna,211b8f90072a95bac68dbaf2b42a7e31
4983,0.610155308,luna,211b8f90072a95bac68dbaf2b42a7e31
8759,0.368230213,ajax,211b8f90072a95bac68dbaf2b42a7e31
6327,2.368186157,mudrc,211b8f90072a95bac68dbaf2b42a7e31
5239,0.758344582,exmag,211b8f90072a95bac68dbaf2b42a7e31
3767,1.3202643,tarkil,211b8f90072a95bac68dbaf2b42a7e31
9655,1.01293865,hildor,211b8f90072a95bac68dbaf2b42a7e31
2807,1.264748619,exmag,211b8f90072a95bac68dbaf2b42a7e31
6071,2.555222414,mudrc,211b8f90072a95bac68dbaf2b42a7e31
247,1.102740396,luna,211b8f90072a95bac68dbaf2b42a7e31
5687,0.314821815,hildor,211b8f90072a95bac68dbaf2b42a7e31
3511,1.3490743580000002,tarkil,211b8f90072a95bac68dbaf2b42a7e31
9847,0.6342213520000001,hildor,211b8f90072a95bac68dbaf2b42a7e31
4663,0.288497031,luna,211b8f90072a95bac68dbaf2b42a7e31
10487,3.471177046,mudrc,211b8f90072a95bac68dbaf2b42a7e31
951,0.839750732,ajax,211b8f90072a95bac68dbaf2b42a7e31
2039,2.9422085910000004,mudrc,211b8f90072a95bac68dbaf2b42a7e31
2551,1.038818906,ajax,211b8f90072a95bac68dbaf2b42a7e31
1719,0.976219696,hildor,211b8f90072a95bac68dbaf2b42a7e31
3383,0.450120325,tarkil,211b8f90072a95bac68dbaf2b42a7e31
8823,0.50715052,ajax,211b8f90072a95bac68dbaf2b42a7e31
7671,1.895401299,tarkil,211b8f90072a95bac68dbaf2b42a7e31
1399,0.5571170910000001,luna,211b8f90072a95bac68dbaf2b42a7e31
311,0.497383384,tarkil,211b8f90072a95bac68dbaf2b42a7e31
4087,1.044897747,ajax,211b8f90072a95bac68dbaf2b42a7e31
6583,1.28645865,exmag,211b8f90072a95bac68dbaf2b42a7e31
631,0.858880767,tarkil,211b8f90072a95bac68dbaf2b42a7e31
1911,1.398164433,mudrc,211b8f90072a95bac68dbaf2b42a7e31
7927,1.910910239,tarkil,211b8f90072a95bac68dbaf2b42a7e31
10359,2.8519679680000003,mudrc,211b8f90072a95bac68dbaf2b42a7e31
7031,0.515987916,exmag,211b8f90072a95bac68dbaf2b42a7e31
5431,0.323932769,hildor,211b8f90072a95bac68dbaf2b42a7e31
7287,0.816481331,tarkil,211b8f90072a95bac68dbaf2b42a7e31
5623,1.318777825,hildor,211b8f90072a95bac68dbaf2b42a7e31
5943,0.7447065690000001,mudrc,211b8f90072a95bac68dbaf2b42a7e31
1335,0.296449492,luna,211b8f90072a95bac68dbaf2b42a7e31
9719,1.265117752,hildor,211b8f90072a95bac68dbaf2b42a7e31
1143,0.759063403,exmag,211b8f90072a95bac68dbaf2b42a7e31
2295,1.771935213,luna,211b8f90072a95bac68dbaf2b42a7e31
2999,1.249465117,hildor,211b8f90072a95bac68dbaf2b42a7e31
8055,0.578981614,luna,211b8f90072a95bac68dbaf2b42a7e31
7735,0.428089151,tarkil,211b8f90072a95bac68dbaf2b42a7e31
7607,1.534634843,tarkil,211b8f90072a95bac68dbaf2b42a7e31
5879,1.182211908,hildor,211b8f90072a95bac68dbaf2b42a7e31
7799,0.917881939,tarkil,211b8f90072a95bac68dbaf2b42a7e31
7543,0.804141555,tarkil,211b8f90072a95bac68dbaf2b42a7e31
9015,0.27772148,hildor,211b8f90072a95bac68dbaf2b42a7e31
4919,0.274094888,luna,211b8f90072a95bac68dbaf2b42a7e31
5751,0.649913333,hildor,211b8f90072a95bac68dbaf2b42a7e31
9079,0.527227229,hildor,211b8f90072a95bac68dbaf2b42a7e31
6775,0.6454990660000001,exmag,211b8f90072a95bac68dbaf2b42a7e31
4279,0.843679194,ajax,211b8f90072a95bac68dbaf2b42a7e31
3959,0.5024857110000001,ajax,211b8f90072a95bac68dbaf2b42a7e31
6706,0.025843119,exmag,26aa79aa2eb6b75f0740f312703f6934
8946,0.0962982,ajax,26aa79aa2eb6b75f0740f312703f6934
818,0.029655175,ajax,26aa79aa2eb6b75f0740f312703f6934
10738,0.197574339,mudrc,26aa79aa2eb6b75f0740f312703f6934
5170,0.025956638,exmag,26aa79aa2eb6b75f0740f312703f6934
1586,0.022314787000000003,hildor,26aa79aa2eb6b75f0740f312703f6934
4594,0.094768177,exmag,26aa79aa2eb6b75f0740f312703f6934
7986,0.022150472,luna,26aa79aa2eb6b75f0740f312703f6934
6642,0.079405764,exmag,26aa79aa2eb6b75f0740f312703f6934
1906,0.093178783,mudrc,26aa79aa2eb6b75f0740f312703f6934
242,0.083719997,luna,26aa79aa2eb6b75f0740f312703f6934
5682,0.02416588,hildor,26aa79aa2eb6b75f0740f312703f6934
8562,0.047420535,ajax,26aa79aa2eb6b75f0740f312703f6934
3378,0.023964525,tarkil,26aa79aa2eb6b75f0740f312703f6934
9778,0.025111762000000003,hildor,26aa79aa2eb6b75f0740f312703f6934
2738,0.082934406,exmag,26aa79aa2eb6b75f0740f312703f6934
626,0.05829708,tarkil,26aa79aa2eb6b75f0740f312703f6934
10546,0.06689648200000001,mudrc,26aa79aa2eb6b75f0740f312703f6934
10674,0.15525824,mudrc,26aa79aa2eb6b75f0740f312703f6934
4274,0.080888613,ajax,26aa79aa2eb6b75f0740f312703f6934
6834,0.06936142599999999,exmag,26aa79aa2eb6b75f0740f312703f6934
5746,0.046538661,hildor,26aa79aa2eb6b75f0740f312703f6934
4914,0.021291004,luna,26aa79aa2eb6b75f0740f312703f6934
6770,0.038192016,exmag,26aa79aa2eb6b75f0740f312703f6934
4210,0.048332565999999993,ajax,26aa79aa2eb6b75f0740f312703f6934
2802,0.096467627,exmag,26aa79aa2eb6b75f0740f312703f6934
4786,0.071660483,luna,26aa79aa2eb6b75f0740f312703f6934
9138,0.067510193,hildor,26aa79aa2eb6b75f0740f312703f6934
10034,0.048939459000000005,mudrc,26aa79aa2eb6b75f0740f312703f6934
6066,0.161920289,mudrc,26aa79aa2eb6b75f0740f312703f6934
1778,0.08899960300000001,hildor,26aa79aa2eb6b75f0740f312703f6934
5618,0.101205307,hildor,26aa79aa2eb6b75f0740f312703f6934
7730,0.02289066,tarkil,26aa79aa2eb6b75f0740f312703f6934
2034,0.196143915,mudrc,26aa79aa2eb6b75f0740f312703f6934
8114,0.07212843099999999,luna,26aa79aa2eb6b75f0740f312703f6934
306,0.023798704,tarkil,26aa79aa2eb6b75f0740f312703f6934
9586,0.047777286,hildor,26aa79aa2eb6b75f0740f312703f6934
2674,0.05184948,exmag,26aa79aa2eb6b75f0740f312703f6934
1714,0.072969382,hildor,26aa79aa2eb6b75f0740f312703f6934
6578,0.097348707,exmag,26aa79aa2eb6b75f0740f312703f6934
10482,0.195694094,mudrc,26aa79aa2eb6b75f0740f312703f6934
754,0.093324481,tarkil,26aa79aa2eb6b75f0740f312703f6934
3506,0.090982723,tarkil,26aa79aa2eb6b75f0740f312703f6934
5554,0.07505549,hildor,26aa79aa2eb6b75f0740f312703f6934
4530,0.076237161,exmag,26aa79aa2eb6b75f0740f312703f6934
3250,0.07558317,tarkil,26aa79aa2eb6b75f0740f312703f6934
1842,0.049006104,mudrc,26aa79aa2eb6b75f0740f312703f6934
10098,0.095324983,mudrc,26aa79aa2eb6b75f0740f312703f6934
7922,0.095201883,tarkil,26aa79aa2eb6b75f0740f312703f6934
8434,0.14734549,luna,26aa79aa2eb6b75f0740f312703f6934
1970,0.15737314300000002,mudrc,26aa79aa2eb6b75f0740f312703f6934
6130,0.19049947600000008,mudrc,26aa79aa2eb6b75f0740f312703f6934
5106,0.092874254,luna,26aa79aa2eb6b75f0740f312703f6934
7410,0.088603735,tarkil,26aa79aa2eb6b75f0740f312703f6934
2098,0.021749338,luna,26aa79aa2eb6b75f0740f312703f6934
690,0.06293663599999999,tarkil,26aa79aa2eb6b75f0740f312703f6934
10162,0.153885375,mudrc,26aa79aa2eb6b75f0740f312703f6934
8370,0.072813348,luna,26aa79aa2eb6b75f0740f312703f6934
9266,0.035167543,luna,26aa79aa2eb6b75f0740f312703f6934
3442,0.043629936,tarkil,26aa79aa2eb6b75f0740f312703f6934
7474,0.022618778,tarkil,26aa79aa2eb6b75f0740f312703f6934
9010,0.022467484,hildor,26aa79aa2eb6b75f0740f312703f6934
1650,0.042056987,hildor,26aa79aa2eb6b75f0740f312703f6934
9522,0.025096491,hildor,26aa79aa2eb6b75f0740f312703f6934
8754,0.040534729,ajax,26aa79aa2eb6b75f0740f312703f6934
7794,0.04696157,tarkil,26aa79aa2eb6b75f0740f312703f6934
3314,0.101021569,tarkil,26aa79aa2eb6b75f0740f312703f6934
4338,0.108177673,ajax,26aa79aa2eb6b75f0740f312703f6934
3570,0.081036384,tarkil,26aa79aa2eb6b75f0740f312703f6934
7538,0.042747290999999986,tarkil,26aa79aa2eb6b75f0740f312703f6934
3762,0.066854628,tarkil,26aa79aa2eb6b75f0740f312703f6934
5874,0.093939146,hildor,26aa79aa2eb6b75f0740f312703f6934
10610,0.094732518,mudrc,26aa79aa2eb6b75f0740f312703f6934
2930,0.049280152,hildor,26aa79aa2eb6b75f0740f312703f6934
8178,0.087851341,luna,26aa79aa2eb6b75f0740f312703f6934
3826,0.082511251,tarkil,26aa79aa2eb6b75f0740f312703f6934
1010,0.09755533,ajax,26aa79aa2eb6b75f0740f312703f6934
10290,0.049048351,mudrc,26aa79aa2eb6b75f0740f312703f6934
2994,0.082672226,hildor,26aa79aa2eb6b75f0740f312703f6934
9394,0.09096352,luna,26aa79aa2eb6b75f0740f312703f6934
8242,0.022878575,luna,26aa79aa2eb6b75f0740f312703f6934
1458,0.072441082,luna,26aa79aa2eb6b75f0740f312703f6934
7218,0.020467686,tarkil,26aa79aa2eb6b75f0740f312703f6934
2418,0.049421731,ajax,26aa79aa2eb6b75f0740f312703f6934
2226,0.116115348,luna,26aa79aa2eb6b75f0740f312703f6934
3698,0.039128335,tarkil,26aa79aa2eb6b75f0740f312703f6934
6386,0.192062353,mudrc,26aa79aa2eb6b75f0740f312703f6934
7346,0.070820443,tarkil,26aa79aa2eb6b75f0740f312703f6934
6002,0.092600009,mudrc,26aa79aa2eb6b75f0740f312703f6934
6962,0.026553558,exmag,26aa79aa2eb6b75f0740f312703f6934
10226,0.190580298,mudrc,26aa79aa2eb6b75f0740f312703f6934
6322,0.153071246,mudrc,26aa79aa2eb6b75f0740f312703f6934
50,0.021283316,luna,26aa79aa2eb6b75f0740f312703f6934
5490,0.044811328,hildor,26aa79aa2eb6b75f0740f312703f6934
3954,0.047221303,ajax,26aa79aa2eb6b75f0740f312703f6934
9970,0.101779288,hildor,26aa79aa2eb6b75f0740f312703f6934
882,0.047034365,ajax,26aa79aa2eb6b75f0740f312703f6934
1266,0.08534194099999999,exmag,26aa79aa2eb6b75f0740f312703f6934
7090,0.068854232,exmag,26aa79aa2eb6b75f0740f312703f6934
9074,0.041080091,hildor,26aa79aa2eb6b75f0740f312703f6934
9202,0.08695567900000001,hildor,26aa79aa2eb6b75f0740f312703f6934
7282,0.039943411,tarkil,26aa79aa2eb6b75f0740f312703f6934
7666,0.091419818,tarkil,26aa79aa2eb6b75f0740f312703f6934
4466,0.079664893,exmag,26aa79aa2eb6b75f0740f312703f6934
5426,0.025349363,hildor,26aa79aa2eb6b75f0740f312703f6934
4978,0.04773326,luna,26aa79aa2eb6b75f0740f312703f6934
2546,0.096529983,ajax,26aa79aa2eb6b75f0740f312703f6934
2290,0.14530336300000002,luna,26aa79aa2eb6b75f0740f312703f6934
7026,0.039319456,exmag,26aa79aa2eb6b75f0740f312703f6934
8626,0.079141306,ajax,26aa79aa2eb6b75f0740f312703f6934
5234,0.05104943,exmag,26aa79aa2eb6b75f0740f312703f6934
1138,0.039772366,exmag,26aa79aa2eb6b75f0740f312703f6934
4722,0.073173001,luna,26aa79aa2eb6b75f0740f312703f6934
946,0.077703068,ajax,26aa79aa2eb6b75f0740f312703f6934
4850,0.095619135,luna,26aa79aa2eb6b75f0740f312703f6934
4082,0.097781804,ajax,26aa79aa2eb6b75f0740f312703f6934
1394,0.043217535,luna,26aa79aa2eb6b75f0740f312703f6934
10418,0.153087373,mudrc,26aa79aa2eb6b75f0740f312703f6934
3122,0.021070301,tarkil,26aa79aa2eb6b75f0740f312703f6934
8818,0.049792505999999986,ajax,26aa79aa2eb6b75f0740f312703f6934
6450,0.027828862000000003,exmag,26aa79aa2eb6b75f0740f312703f6934
498,0.08847791599999999,tarkil,26aa79aa2eb6b75f0740f312703f6934
6258,0.097127259,mudrc,26aa79aa2eb6b75f0740f312703f6934
9842,0.048404648,hildor,26aa79aa2eb6b75f0740f312703f6934
9714,0.098382595,hildor,26aa79aa2eb6b75f0740f312703f6934
5042,0.080803264,luna,26aa79aa2eb6b75f0740f312703f6934
434,0.077178382,tarkil,26aa79aa2eb6b75f0740f312703f6934
4658,0.022760409,luna,26aa79aa2eb6b75f0740f312703f6934
1330,0.022995832,luna,26aa79aa2eb6b75f0740f312703f6934
7858,0.12065710000000004,tarkil,26aa79aa2eb6b75f0740f312703f6934
9650,0.077798302,hildor,26aa79aa2eb6b75f0740f312703f6934
5938,0.050514074000000006,mudrc,26aa79aa2eb6b75f0740f312703f6934
3890,0.024812012,ajax,26aa79aa2eb6b75f0740f312703f6934
6194,0.050447413,mudrc,26aa79aa2eb6b75f0740f312703f6934
8690,0.098307257,ajax,26aa79aa2eb6b75f0740f312703f6934
3186,0.046711893,tarkil,26aa79aa2eb6b75f0740f312703f6934
2162,0.07569952,luna,26aa79aa2eb6b75f0740f312703f6934
5298,0.087032143,exmag,26aa79aa2eb6b75f0740f312703f6934
1074,0.025126447000000003,exmag,26aa79aa2eb6b75f0740f312703f6934
6898,0.079798386,exmag,26aa79aa2eb6b75f0740f312703f6934
2482,0.08121142,ajax,26aa79aa2eb6b75f0740f312703f6934
9906,0.077267918,hildor,26aa79aa2eb6b75f0740f312703f6934
8050,0.041902872,luna,26aa79aa2eb6b75f0740f312703f6934
5362,0.105022913,exmag,26aa79aa2eb6b75f0740f312703f6934
1522,0.09023644,luna,26aa79aa2eb6b75f0740f312703f6934
4018,0.077815123,ajax,26aa79aa2eb6b75f0740f312703f6934
8306,0.043848885,luna,26aa79aa2eb6b75f0740f312703f6934
2610,0.029990364,exmag,26aa79aa2eb6b75f0740f312703f6934
4146,0.02562268,ajax,26aa79aa2eb6b75f0740f312703f6934
8498,0.025682398,ajax,26aa79aa2eb6b75f0740f312703f6934
7154,0.075851449,exmag,26aa79aa2eb6b75f0740f312703f6934
4402,0.027195353,exmag,26aa79aa2eb6b75f0740f312703f6934
562,0.024902295,tarkil,26aa79aa2eb6b75f0740f312703f6934
5810,0.075303311,hildor,26aa79aa2eb6b75f0740f312703f6934
7602,0.073024903,tarkil,26aa79aa2eb6b75f0740f312703f6934
3058,0.100990678,hildor,26aa79aa2eb6b75f0740f312703f6934
6514,0.052962611,exmag,26aa79aa2eb6b75f0740f312703f6934
9330,0.086457092,luna,26aa79aa2eb6b75f0740f312703f6934
114,0.040540778,luna,26aa79aa2eb6b75f0740f312703f6934
9458,0.178646206,luna,26aa79aa2eb6b75f0740f312703f6934
8882,0.079467499,ajax,26aa79aa2eb6b75f0740f312703f6934
10354,0.093288248,mudrc,26aa79aa2eb6b75f0740f312703f6934
1202,0.06819841900000001,exmag,26aa79aa2eb6b75f0740f312703f6934
178,0.068051742,luna,26aa79aa2eb6b75f0740f312703f6934
2866,0.025458082000000003,hildor,26aa79aa2eb6b75f0740f312703f6934
3634,0.020514487,tarkil,26aa79aa2eb6b75f0740f312703f6934
370,0.042936594,tarkil,26aa79aa2eb6b75f0740f312703f6934
2354,0.025357662000000003,ajax,26aa79aa2eb6b75f0740f312703f6934
1150,0.001656317,exmag,321e903052ca7d1c2980a866b50111e2
9854,0.002231819,hildor,321e903052ca7d1c2980a866b50111e2
8062,0.00166074,luna,321e903052ca7d1c2980a866b50111e2
510,0.004723013,tarkil,321e903052ca7d1c2980a866b50111e2
1214,0.00265369,exmag,321e903052ca7d1c2980a866b50111e2
9086,0.001808039,hildor,321e903052ca7d1c2980a866b50111e2
2302,0.005124078,luna,321e903052ca7d1c2980a866b50111e2
8190,0.003334553,luna,321e903052ca7d1c2980a866b50111e2
8382,0.002902051,luna,321e903052ca7d1c2980a866b50111e2
830,0.0007879219999999999,ajax,321e903052ca7d1c2980a866b50111e2
8574,0.001606659,ajax,321e903052ca7d1c2980a866b50111e2
6654,0.0032797570000000003,exmag,321e903052ca7d1c2980a866b50111e2
9406,0.003869879,luna,321e903052ca7d1c2980a866b50111e2
5246,0.002247581,exmag,321e903052ca7d1c2980a866b50111e2
8254,0.00099873,luna,321e903052ca7d1c2980a866b50111e2
8830,0.001629225,ajax,321e903052ca7d1c2980a866b50111e2
1342,0.000939038,luna,321e903052ca7d1c2980a866b50111e2
1854,0.00228428,mudrc,321e903052ca7d1c2980a866b50111e2
6078,0.007310036,mudrc,321e903052ca7d1c2980a866b50111e2
5886,0.003682011,hildor,321e903052ca7d1c2980a866b50111e2
7934,0.005313282,tarkil,321e903052ca7d1c2980a866b50111e2
4670,0.0008848860000000002,luna,321e903052ca7d1c2980a866b50111e2
6142,0.009192517,mudrc,321e903052ca7d1c2980a866b50111e2
5630,0.004012195,hildor,321e903052ca7d1c2980a866b50111e2
5118,0.003502593,luna,321e903052ca7d1c2980a866b50111e2
9790,0.001068613,hildor,321e903052ca7d1c2980a866b50111e2
5694,0.001017375,hildor,321e903052ca7d1c2980a866b50111e2
446,0.003730166,tarkil,321e903052ca7d1c2980a866b50111e2
4990,0.001953261,luna,321e903052ca7d1c2980a866b50111e2
126,0.001579956,luna,321e903052ca7d1c2980a866b50111e2
3454,0.003214517,tarkil,321e903052ca7d1c2980a866b50111e2
3326,0.006583351,tarkil,321e903052ca7d1c2980a866b50111e2
2942,0.002050959,hildor,321e903052ca7d1c2980a866b50111e2
1022,0.003023132,ajax,321e903052ca7d1c2980a866b50111e2
7102,0.003069908,exmag,321e903052ca7d1c2980a866b50111e2
10046,0.002307304,mudrc,321e903052ca7d1c2980a866b50111e2
9918,0.003085527,hildor,321e903052ca7d1c2980a866b50111e2
6334,0.007561774,mudrc,321e903052ca7d1c2980a866b50111e2
4030,0.002542113,ajax,321e903052ca7d1c2980a866b50111e2
1982,0.007547221,mudrc,321e903052ca7d1c2980a866b50111e2
10302,0.002248099,mudrc,321e903052ca7d1c2980a866b50111e2
4606,0.003617052,exmag,321e903052ca7d1c2980a866b50111e2
1086,0.001013954,exmag,321e903052ca7d1c2980a866b50111e2
702,0.0027645390000000003,tarkil,321e903052ca7d1c2980a866b50111e2
10366,0.004267883,mudrc,321e903052ca7d1c2980a866b50111e2
3838,0.003796869,tarkil,321e903052ca7d1c2980a866b50111e2
7742,0.001138555,tarkil,321e903052ca7d1c2980a866b50111e2
7486,0.001040542,tarkil,321e903052ca7d1c2980a866b50111e2
9342,0.004023483,luna,321e903052ca7d1c2980a866b50111e2
2366,0.000782797,ajax,321e903052ca7d1c2980a866b50111e2
6398,0.009188337,mudrc,321e903052ca7d1c2980a866b50111e2
9662,0.003085604,hildor,321e903052ca7d1c2980a866b50111e2
6718,0.001108571,exmag,321e903052ca7d1c2980a866b50111e2
2494,0.00284125,ajax,321e903052ca7d1c2980a866b50111e2
6270,0.004417024,mudrc,321e903052ca7d1c2980a866b50111e2
7166,0.0032616890000000003,exmag,321e903052ca7d1c2980a866b50111e2
3070,0.003874059,hildor,321e903052ca7d1c2980a866b50111e2
1790,0.003460919,hildor,321e903052ca7d1c2980a866b50111e2
4286,0.002939295,ajax,321e903052ca7d1c2980a866b50111e2
5374,0.004428586,exmag,321e903052ca7d1c2980a866b50111e2
10750,0.009284472,mudrc,321e903052ca7d1c2980a866b50111e2
9534,0.001085503,hildor,321e903052ca7d1c2980a866b50111e2
1278,0.003386539,exmag,321e903052ca7d1c2980a866b50111e2
10494,0.009126307,mudrc,321e903052ca7d1c2980a866b50111e2
10110,0.004353884000000001,mudrc,321e903052ca7d1c2980a866b50111e2
7294,0.001978248,tarkil,321e903052ca7d1c2980a866b50111e2
3006,0.003344989,hildor,321e903052ca7d1c2980a866b50111e2
4350,0.003999776,ajax,321e903052ca7d1c2980a866b50111e2
10686,0.007557248000000002,mudrc,321e903052ca7d1c2980a866b50111e2
7806,0.002488329,tarkil,321e903052ca7d1c2980a866b50111e2
2174,0.002827178,luna,321e903052ca7d1c2980a866b50111e2
5822,0.003050774,hildor,321e903052ca7d1c2980a866b50111e2
3582,0.003524586,tarkil,321e903052ca7d1c2980a866b50111e2
5502,0.001835614,hildor,321e903052ca7d1c2980a866b50111e2
8126,0.002802988,luna,321e903052ca7d1c2980a866b50111e2
4798,0.002738976,luna,321e903052ca7d1c2980a866b50111e2
5310,0.004051844000000001,exmag,321e903052ca7d1c2980a866b50111e2
4734,0.003398382,luna,321e903052ca7d1c2980a866b50111e2
6846,0.003054843,exmag,321e903052ca7d1c2980a866b50111e2
5566,0.00291502,hildor,321e903052ca7d1c2980a866b50111e2
4926,0.000875695,luna,321e903052ca7d1c2980a866b50111e2
7358,0.003483388,tarkil,321e903052ca7d1c2980a866b50111e2
8702,0.003168761,ajax,321e903052ca7d1c2980a866b50111e2
5950,0.002405493,mudrc,321e903052ca7d1c2980a866b50111e2
2878,0.001088375,hildor,321e903052ca7d1c2980a866b50111e2
5054,0.003120773,luna,321e903052ca7d1c2980a866b50111e2
382,0.002267864,tarkil,321e903052ca7d1c2980a866b50111e2
894,0.00148403,ajax,321e903052ca7d1c2980a866b50111e2
1470,0.002717599,luna,321e903052ca7d1c2980a866b50111e2
7038,0.001597197,exmag,321e903052ca7d1c2980a866b50111e2
6206,0.002304691,mudrc,321e903052ca7d1c2980a866b50111e2
7422,0.004466213,tarkil,321e903052ca7d1c2980a866b50111e2
10174,0.00744958,mudrc,321e903052ca7d1c2980a866b50111e2
9982,0.003826971,hildor,321e903052ca7d1c2980a866b50111e2
7998,0.00095577,luna,321e903052ca7d1c2980a866b50111e2
4862,0.003672897,luna,321e903052ca7d1c2980a866b50111e2
4158,0.0007970639999999999,ajax,321e903052ca7d1c2980a866b50111e2
9278,0.0017170000000000002,luna,321e903052ca7d1c2980a866b50111e2
6526,0.00219378,exmag,321e903052ca7d1c2980a866b50111e2
9470,0.009186139,luna,321e903052ca7d1c2980a866b50111e2
5182,0.001067977,exmag,321e903052ca7d1c2980a866b50111e2
1918,0.004309814,mudrc,321e903052ca7d1c2980a866b50111e2
574,0.001122477,tarkil,321e903052ca7d1c2980a866b50111e2
1598,0.001063295,hildor,321e903052ca7d1c2980a866b50111e2
2622,0.001463851,exmag,321e903052ca7d1c2980a866b50111e2
6910,0.003241605,exmag,321e903052ca7d1c2980a866b50111e2
10622,0.004445965,mudrc,321e903052ca7d1c2980a866b50111e2
190,0.00260714,luna,321e903052ca7d1c2980a866b50111e2
8446,0.0047559790000000005,luna,321e903052ca7d1c2980a866b50111e2
3646,0.000954525,tarkil,321e903052ca7d1c2980a866b50111e2
3198,0.003050797,tarkil,321e903052ca7d1c2980a866b50111e2
1534,0.003343503,luna,321e903052ca7d1c2980a866b50111e2
9150,0.003020731,hildor,321e903052ca7d1c2980a866b50111e2
4414,0.001183644,exmag,321e903052ca7d1c2980a866b50111e2
2110,0.000890631,luna,321e903052ca7d1c2980a866b50111e2
8318,0.001830961,luna,321e903052ca7d1c2980a866b50111e2
638,0.001832067,tarkil,321e903052ca7d1c2980a866b50111e2
254,0.0032273690000000003,luna,321e903052ca7d1c2980a866b50111e2
8638,0.00251365,ajax,321e903052ca7d1c2980a866b50111e2
1662,0.001621406,hildor,321e903052ca7d1c2980a866b50111e2
1406,0.001713022,luna,321e903052ca7d1c2980a866b50111e2
3390,0.0011155999999999998,tarkil,321e903052ca7d1c2980a866b50111e2
2046,0.009327271,mudrc,321e903052ca7d1c2980a866b50111e2
2430,0.001673981,ajax,321e903052ca7d1c2980a866b50111e2
2558,0.003072733,ajax,321e903052ca7d1c2980a866b50111e2
4222,0.0015885270000000002,ajax,321e903052ca7d1c2980a866b50111e2
3518,0.005850516,tarkil,321e903052ca7d1c2980a866b50111e2
3902,0.0007767560000000001,ajax,321e903052ca7d1c2980a866b50111e2
7614,0.003594683,tarkil,321e903052ca7d1c2980a866b50111e2
8766,0.001297685,ajax,321e903052ca7d1c2980a866b50111e2
1726,0.002849597,hildor,321e903052ca7d1c2980a866b50111e2
4542,0.00289303,exmag,321e903052ca7d1c2980a866b50111e2
2686,0.00210964,exmag,321e903052ca7d1c2980a866b50111e2
958,0.002436412,ajax,321e903052ca7d1c2980a866b50111e2
62,0.000867675,luna,321e903052ca7d1c2980a866b50111e2
5758,0.001871524,hildor,321e903052ca7d1c2980a866b50111e2
2814,0.003888135,exmag,321e903052ca7d1c2980a866b50111e2
10558,0.002576194,mudrc,321e903052ca7d1c2980a866b50111e2
3966,0.001523676,ajax,321e903052ca7d1c2980a866b50111e2
5438,0.001067545,hildor,321e903052ca7d1c2980a866b50111e2
6590,0.00414017,exmag,321e903052ca7d1c2980a866b50111e2
3774,0.00298789,tarkil,321e903052ca7d1c2980a866b50111e2
6782,0.001605091,exmag,321e903052ca7d1c2980a866b50111e2
8894,0.00255984,ajax,321e903052ca7d1c2980a866b50111e2
4478,0.00265857,exmag,321e903052ca7d1c2980a866b50111e2
7230,0.000887784,tarkil,321e903052ca7d1c2980a866b50111e2
766,0.006257101,tarkil,321e903052ca7d1c2980a866b50111e2
6974,0.001051321,exmag,321e903052ca7d1c2980a866b50111e2
3262,0.00480904,tarkil,321e903052ca7d1c2980a866b50111e2
